"","age_range","outcome","involved_person","self_defined_ethnicity","gender","legislation","outcome_linked_to_object_of_search","datetime","removal_of_more_than_outer_clothing","outcome_object.id","outcome_object.name","location.latitude","location.street.id","location.street.name","location.longitude","operation","officer_defined_ethnicity","type","operation_name","object_of_search"
"86",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2021-05-28T19:06:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.481994,1489621,Bull Street (Tram Stop),-1.896485,NULL,White,Person search,NULL,Anything to threaten or harm anyone
"87",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-05-28T19:36:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.481994,1489621,Bull Street (Tram Stop),-1.896485,NULL,NULL,Person search,NULL,Offensive weapons
"88",over 34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2021-05-31T11:26:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,Black,Person search,NULL,Evidence of offences under the Act
"89",25-34,Arrest,TRUE,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-12T09:52:00+00:00,FALSE,bu-arrest,Arrest,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,Asian,Person search,NULL,Controlled drugs
"90",18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-17T13:51:00+00:00,FALSE,bu-arrest,Arrest,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Evidence of offences under the Act
"91",10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-25T21:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.482993,1489594,Birmingham Snow Hill (Station),-1.897911,NULL,Black,Person search,NULL,Anything to threaten or harm anyone
"92",25-34,A no further action disposal,TRUE,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-27T12:00:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,Asian,Person search,NULL,Controlled drugs
"93",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-01T12:21:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.516400,1488834,Perry Barr (Station),-1.902670,NULL,White,Person search,NULL,Controlled drugs
"94",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-01T12:38:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.516400,1488834,Perry Barr (Station),-1.902670,NULL,White,Person search,NULL,Controlled drugs
"95",over 34,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-04-01T12:07:00+00:00,FALSE,bu-arrest,Arrest,52.516400,1488834,Perry Barr (Station),-1.902670,NULL,White,Person search,NULL,Controlled drugs
"96",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-01T23:15:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,Black,Person search,NULL,Offensive weapons
"97",10-17,Summons / charged by post,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-04-06T16:48:00+00:00,FALSE,bu-summons,Summons / charged by post,52.396700,1488827,Longbridge (Station),-1.980980,NULL,Black,Person search,NULL,Controlled drugs
"98",10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-06T16:46:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.396700,1488827,Longbridge (Station),-1.980980,NULL,Black,Person search,NULL,Controlled drugs
"99",10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-04-06T17:23:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.396700,1488827,Longbridge (Station),-1.980980,NULL,Black,Person search,NULL,Controlled drugs
"100",18-24,Arrest,TRUE,Other ethnic group - Not stated,NULL,Misuse of Drugs Act 1971 (section 23),TRUE,2021-04-06T19:40:00+00:00,FALSE,bu-arrest,Arrest,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,Other,Person search,NULL,Controlled drugs
"101",10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black African,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-06T20:22:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.396700,1488827,Longbridge (Station),-1.980980,NULL,Black,Person search,NULL,Controlled drugs
"102",10-17,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-07T11:54:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.396700,1488827,Longbridge (Station),-1.980980,NULL,Black,Person search,NULL,Controlled drugs
"103",over 34,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-09T03:51:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,Asian,Person search,NULL,Evidence of offences under the Act
"104",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-12T14:26:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Stolen goods
"105",18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2021-04-12T09:15:00+00:00,FALSE,bu-arrest,Arrest,52.478321,1490260,Birmingham New Street (Station),-1.898042,NULL,White,Person search,NULL,Anything to threaten or harm anyone
"106",18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-13T23:21:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,Asian,Person search,NULL,Offensive weapons
"107",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-04-16T14:40:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Controlled drugs
"108",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-16T21:49:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,NULL,Person search,NULL,Anything to threaten or harm anyone
"109",25-34,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-20T13:47:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,Black,Person search,NULL,Controlled drugs
"110",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-19T23:00:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.396700,1488827,Longbridge (Station),-1.980980,NULL,White,Person search,NULL,Offensive weapons
"111",18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Asian,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-21T08:19:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Controlled drugs
"112",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NULL,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-23T19:44:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Stolen goods
"113",10-17,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-25T00:31:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.482993,1489594,Birmingham Snow Hill (Station),-1.897911,NULL,Black,Person search,NULL,Offensive weapons
"114",10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Female,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-24T20:50:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.482993,1489594,Birmingham Snow Hill (Station),-1.897911,NULL,Black,Person search,NULL,Offensive weapons
"115",10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Female,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-24T20:50:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.482993,1489594,Birmingham Snow Hill (Station),-1.897911,NULL,Black,Person search,NULL,Offensive weapons
"116",10-17,A no further action disposal,TRUE,Asian/Asian British - Indian,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2021-04-25T04:49:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.482993,1489594,Birmingham Snow Hill (Station),-1.897911,NULL,Asian,Person search,NULL,Anything to threaten or harm anyone
"117",25-34,A no further action disposal,TRUE,Asian/Asian British - Chinese,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-28T10:36:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.478321,1490260,Birmingham New Street (Station),-1.898042,NULL,Other,Person search,NULL,Controlled drugs
"118",over 34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-29T13:35:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.477800,1488803,Grand Central (Tram Stop),-1.898950,NULL,White,Person search,NULL,Controlled drugs
"119",over 34,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-04-29T16:18:00+00:00,FALSE,bu-arrest,Arrest,52.478321,1490260,Birmingham New Street (Station),-1.898042,NULL,White,Person search,NULL,Controlled drugs
"120",25-34,Khat or Cannabis warning,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-04-07T21:07:45+00:00,NULL,bu-khat-or-cannabis-warning,Khat or Cannabis warning,52.409939,1247042,On or near Graith Close,-1.853610,FALSE,Asian,Person and Vehicle search,NULL,Controlled drugs
"121",over 34,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),FALSE,2021-04-24T10:51:16+00:00,NULL,bu-arrest,Arrest,52.402059,1246399,On or near Gannow Green Lane,-2.032850,FALSE,White,Person and Vehicle search,NULL,Controlled drugs
"122",18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2021-04-15T00:26:41+00:00,NULL,bu-no-further-action,A no further action disposal,52.395167,1246425,On or near Beoley Grove,-2.015357,FALSE,White,Person search,NULL,Article for use in theft
"123",18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2021-04-15T00:28:39+00:00,NULL,bu-no-further-action,A no further action disposal,52.394080,1246423,On or near Malcolm Grove,-2.013123,FALSE,White,Person search,NULL,Article for use in theft
"124",10-17,A no further action disposal,TRUE,White - Irish,Male,Misuse of Drugs Act 1971 (section 23),NULL,2021-04-30T14:15:00+00:00,NULL,bu-no-further-action,A no further action disposal,52.447444,1252509,On or near Poole Crescent,-1.950078,FALSE,Asian,Person search,NULL,Controlled drugs
"125",18-24,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,Female,Misuse of Drugs Act 1971 (section 23),TRUE,2021-03-07T03:09:19+00:00,NULL,bu-no-further-action,A no further action disposal,52.429285,1236994,On or near Balmoral Road,-2.015384,FALSE,Asian,Person search,NULL,Controlled drugs
"126",10-17,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2021-03-01T22:27:29+00:00,NULL,bu-arrest,Arrest,52.394008,1246337,On or near Knowle Close,-1.992446,FALSE,White,Person search,NULL,Controlled drugs
"127",18-24,Caution (simple or conditional),TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-03-07T03:07:39+00:00,NULL,bu-caution,Caution (simple or conditional),52.429285,1236994,On or near Balmoral Road,-2.015384,FALSE,White,Person search,NULL,Controlled drugs
"128",18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-03-30T00:17:46+00:00,NULL,bu-khat-or-cannabis-warning,Khat or Cannabis warning,52.403850,1245901,On or near Westcroft Way,-1.874723,FALSE,White,Person search,NULL,Controlled drugs
"129",10-17,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-03-07T03:06:37+00:00,NULL,bu-khat-or-cannabis-warning,Khat or Cannabis warning,52.429285,1236994,On or near Balmoral Road,-2.015384,FALSE,White,Person search,NULL,Controlled drugs
"130",18-24,Penalty Notice for Disorder,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-03-25T21:56:44+00:00,NULL,bu-penalty-notice,Penalty Notice for Disorder,52.389837,1244140,On or near Edgewood Road,-2.001807,FALSE,White,Person and Vehicle search,NULL,Controlled drugs
"131",18-24,Penalty Notice for Disorder,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-03-25T21:56:44+00:00,NULL,bu-penalty-notice,Penalty Notice for Disorder,52.389837,1244140,On or near Edgewood Road,-2.001807,FALSE,White,Person and Vehicle search,NULL,Controlled drugs
"132",10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),TRUE,2021-03-07T03:10:13+00:00,NULL,bu-no-further-action,A no further action disposal,52.429285,1236994,On or near Balmoral Road,-2.015384,FALSE,White,Person search,NULL,Controlled drugs
"133",25-34,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2021-03-30T00:17:25+00:00,NULL,bu-no-further-action,A no further action disposal,52.403850,1245901,On or near Westcroft Way,-1.874723,FALSE,White,Person search,NULL,Controlled drugs
"134",18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-03-11T23:58:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.498495,1259953,On or near Porchester Drive,-1.901853,NULL,NULL,Person search,NULL,Controlled drugs
"135",18-24,A no further action disposal,TRUE,Asian/Asian British - Indian,NULL,Firearms Act 1968 (section 47),NULL,2021-03-12T00:05:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.505628,1259801,On or near Queens Road,-1.876983,NULL,Asian,Person and Vehicle search,NULL,Firearms
"136",NULL,,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-03-27T01:06:00+00:00,NULL,,,52.486244,1259036,On or near Alumhurst Avenue,-1.831989,NULL,NULL,Vehicle search,NULL,Controlled drugs
"137",NULL,,FALSE,NULL,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-03-31T09:56:00+00:00,NULL,,,52.456005,1252131,On or near Shopping Area,-1.862066,NULL,NULL,Vehicle search,NULL,Controlled drugs
"138",18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NULL,Misuse of Drugs Act 1971 (section 23),NULL,2021-03-12T00:08:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.498495,1259953,On or near Porchester Drive,-1.901853,NULL,NULL,Person search,NULL,Controlled drugs
"139",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Firearms Act 1968 (section 47),NULL,2021-03-12T00:56:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.507344,1259967,On or near Wilson Road,-1.904883,NULL,Asian,Person and Vehicle search,NULL,Firearms
"140",25-34,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NULL,Firearms Act 1968 (section 47),NULL,2021-03-12T00:56:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.507344,1259967,On or near Wilson Road,-1.904883,NULL,Asian,Person and Vehicle search,NULL,Firearms
"141",25-34,A no further action disposal,TRUE,Asian/Asian British - Indian,NULL,Firearms Act 1968 (section 47),NULL,2021-03-12T00:56:00+00:00,FALSE,bu-no-further-action,A no further action disposal,52.507344,1259967,On or near Wilson Road,-1.904883,NULL,Asian,Person and Vehicle search,NULL,Firearms
